"","sid","bid","date"
"131",30194,510,11091
"132",25187,3572,11091
"133",32326,6717,11091
"134",876,6896,11091
"135",35495,5373,11091
"136",35402,9142,11091
"137",33960,2936,11091
"138",31368,4938,11091
"139",39303,2433,11091
"140",2920,2317,11091
"141",11197,9710,11091
"142",26360,6702,11091
"143",8394,9907,11091
"144",21364,5744,11091
"145",30890,3571,11091
"146",10267,3165,11091
"147",29778,4997,11091
"148",28353,4149,11091
"149",8397,809,11091
"150",6372,5041,11091
"151",33418,4875,11091
"152",17310,8807,11091
"153",30597,549,11091
"154",7969,6869,11091
"155",35971,458,11091
"156",3585,4409,11091
"157",31119,1401,11091
"158",27150,476,11091
"159",24226,4502,11091
"160",29912,1772,11091
"161",26195,1642,11091
"162",10469,951,11091
"163",15779,2133,11091
"164",25622,2577,11091
"165",3785,704,11091
"166",7535,8732,11091
"167",39245,3910,11091
"168",716,446,11091
"169",4311,5704,11091
"170",33561,8151,11091
"171",34474,8532,11091
"172",31981,198,11091
"173",20907,3636,11091
"174",25080,9160,11091
"175",7313,4486,11091
"176",10286,5942,11091
"177",15860,8737,11091
"178",7000,8096,11091
"179",31769,6049,11091
"180",2087,6914,11091
"181",6057,2006,11091
"182",4140,127,11091
"183",26102,2421,11091
"184",5158,584,11091
"185",28274,306,11091
"186",35213,164,11091
"187",20403,6444,11091
"188",27871,6580,11091
"189",10261,9978,11091
"190",27710,507,11091
"191",4067,4802,11091
"192",18777,2662,11091
"193",3571,6115,11091
"194",15800,5397,11091
"195",34465,7525,11091
"196",30329,9239,11091
"197",13159,1564,11091
"198",8608,1129,11091
"199",7832,8577,11091
"200",9109,7671,11091
"201",24686,5691,11091
"202",6159,349,11091
"203",39919,8356,11091
"204",23463,3392,11091
"205",6676,8075,11091
"206",25979,7057,11091
"207",18060,723,11091
"208",14519,6471,11091
"209",29023,4225,11091
"210",23658,7979,11091
"211",33905,7,11091
"212",12000,6939,11091
"213",38551,1298,11091
"214",3031,5676,11091
"215",22207,617,11091
"216",26967,9141,11091
"217",35511,3249,11091
"218",3707,8312,11091
"219",5089,8687,11091
"220",38124,4992,11091
"221",26190,1938,11091
"222",30515,5475,11091
"223",8554,6918,11091
"224",38913,5562,11091
"225",21124,2166,11091
"226",27223,7461,11091
"227",18569,1375,11091
"228",32576,8322,11091
"229",14173,9788,11091
"230",39522,6347,11091
"231",37687,141,11091
"232",1014,4864,11091
"233",10715,7641,11091
"234",19523,7469,11091
"235",1703,4407,11091
"236",5843,4420,11091
"237",11365,737,11091
"238",27415,7949,11091
"239",21529,246,11091
"240",11133,8410,11091
"241",18697,7603,11091
"242",39923,7779,11091
"243",35183,4936,11091
"244",28349,4876,11091
"245",31282,9119,11091
"246",11440,6084,11091
"247",21641,9965,11091
"248",24434,2104,11091
"249",12704,9059,11091
"250",12939,5610,11091
"251",27681,5600,11091
"252",13708,2345,11091
"253",17185,7368,11091
"254",14987,4887,11091
"255",32021,6831,11091
"256",27428,947,11091
"257",15228,4070,11091
"258",15512,5920,11091
"259",33463,5206,11091
"260",17280,8848,11091
"261",36415,536,11091
"262",18433,7174,11091
"263",14950,300,11091
"264",1111,6990,11091
"265",10353,8907,11091
"266",3234,9557,11091
"267",38931,1402,11091
"268",27113,7912,11091
"269",28043,2720,11091
"270",19415,8772,11091
"271",131,9582,11091
"272",19249,9602,11091
"273",20076,224,11091
"274",4410,7476,11091
"275",23963,7805,11091
"276",37832,3579,11091
"277",19434,5265,11091
"278",33935,5012,11091
"279",13783,5829,11091
"280",21073,9070,11091
"281",39165,147,11091
"282",29680,4775,11091
"283",35985,3122,11091
"284",10598,5519,11091
"285",36462,1075,11091
"286",38112,5809,11091
"287",35182,8068,11091
"288",20099,8361,11091
"289",36166,26,11091
"290",18519,1939,11091
"291",5181,1327,11091
"292",28861,5885,11091
"293",21421,7571,11091
"294",16316,873,11091
"295",37264,7232,11091
"296",14466,4388,11091
"297",26491,321,11091
"298",720,7392,11091
"299",3411,2302,11091
"300",9874,270,11091
"301",15008,886,11091
"302",15048,2249,11091
"303",32470,1416,11091
"304",1188,2249,11091
"305",30719,6378,11091
"306",31416,3337,11091
"307",23090,2547,11091
"308",32861,2697,11091
"309",35712,6652,11091
"310",9916,9836,11091
"311",27874,6670,11091
"312",12793,3444,11091
"313",12313,248,11091
"314",968,8105,11091
"315",11382,2260,11091
"316",27309,3800,11091
"317",35530,6470,11091
"318",21874,6652,11091
"319",21409,1749,11091
"320",16820,4920,11091
"321",12362,9098,11091
"322",34483,2774,11091
"323",32866,6194,11091
"324",25692,7483,11091
"325",24643,1899,11091
"326",28078,4252,11091
"327",33347,3226,11091
"328",38874,4659,11091
"329",37343,6321,11091
"330",15104,1241,11091
"331",33138,5122,11091
"332",18603,9237,11091
"333",16928,228,11091
"334",30683,300,11091
"335",33925,1000,11091
"336",15174,3991,11091
"337",31124,261,11091
"338",19658,8444,11091
"339",37289,8651,11091
"340",26913,1994,11091
"341",22779,1662,11091
"342",26029,3426,11091
"343",3949,2124,11091
"344",23662,5175,11091
"345",30572,6706,11091
"346",16030,635,11091
"347",14995,613,11091
"348",33493,2864,11091
"349",31850,6223,11091
"350",25963,5240,11091
"351",37091,8993,11091
"352",29898,5552,11091
"353",14228,551,11091
"354",37569,4129,11091
"355",39604,74,11091
"356",36767,1594,11091
"357",6932,2984,11091
"358",31907,2105,11091
"359",30752,5356,11091
"360",21962,2702,11091
"361",37603,8891,11091
"362",36907,3019,11091
"363",14396,7858,11091
"364",12374,9993,11091
"365",1189,3055,11091
"366",5089,6047,11091
"367",12958,9421,11091
"368",35187,3146,11091
"369",14977,5048,11091
"370",20665,2002,11091
"371",17191,3893,11091
"372",39554,6876,11091
"373",8433,4485,11091
"374",35631,6263,11091
"375",19451,2902,11091
"376",10154,3913,11091
"377",16058,9755,11091
"378",39774,4098,11091
"379",22513,312,11091
"380",30960,9850,11091
"381",13378,4590,11091
"382",9202,9211,11091
"383",22285,6129,11091
"384",9492,4682,11091
"385",36240,5843,11091
"386",2309,1833,11091
"387",20737,3945,11091
"388",19545,1515,11091
"389",36848,7166,11091
"390",31861,3694,11091
"391",22910,3893,11091
"392",36393,6428,11091
"393",35416,691,11091
"394",32335,675,11091
"395",18147,1802,11091
"396",25366,7633,11091
"397",6488,1566,11091
"398",34812,2188,11091
"399",23636,7009,11091
"400",32834,7174,11091
"401",16610,5315,11091
"402",130,2521,11091
"403",6210,8789,11091
"404",8141,5836,11091
"405",32179,2648,11091
"406",16230,3804,11091
"407",9639,8421,11091
"408",284,4765,11091
"409",34981,5669,11091
"410",20033,8746,11091
"411",20972,926,11091
"412",5383,431,11091
"413",23182,750,11091
"414",4370,270,11091
"415",17987,8028,11091
"416",3785,218,11091
"417",34640,5823,11091
"418",6272,5145,11091
"419",37699,8591,11091
"420",24579,6213,11091
"421",30809,5593,11091
"422",4186,1608,11091
"423",36841,8589,11091
"424",30735,216,11091
"425",36002,4221,11091
"426",32625,1660,11091
"427",28094,1466,11091
"428",31347,2224,11091
"429",4719,9507,11091
"430",25414,4705,11091
"431",4817,4802,11091
"432",14722,9091,11091
"433",6115,8556,11091
"434",36296,8999,11091
"435",20598,4168,11091
"436",18768,1973,11091
"437",13192,9554,11091
"438",23394,6186,11091
"439",19812,5182,11091
"440",13010,5529,11091
"441",712,570,11091
"442",15550,1101,11091
"443",2324,1927,11091
"444",24661,5937,11091
"445",23908,9066,11091
"446",17821,7213,11091
"447",9501,1423,11091
"448",34267,751,11091
"449",868,1224,11091
"450",27744,4605,11091
"451",10809,4551,11091
"452",20420,2197,11091
"453",16004,7292,11091
"454",6554,9635,11091
"455",37726,3581,11091
"456",15758,2563,11091
"457",12264,1316,11091
"458",39245,5986,11091
"459",29942,720,11091
"460",23235,6150,11091
"461",19408,7833,11091
"462",21848,6167,11091
"463",15959,2209,11091
"464",9999,2488,11091
"465",33077,5886,11091
"466",27561,9343,11091
"467",26857,8406,11091
"468",18885,5464,11091
"469",36142,9693,11091
"470",3481,5978,11091
"471",37599,1266,11091
"472",37051,246,11091
"473",32935,8207,11091
"474",3823,597,11091
"475",24359,3582,11091
"476",8484,6185,11091
"477",14125,8445,11091
"478",10896,9626,11091
"479",305,4961,11091
"480",12159,1000,11091
"481",5676,9031,11091
"482",22186,5941,11091
"483",7416,8835,11091
"484",18748,9597,11091
"485",37790,3148,11091
"486",4572,5256,11091
"487",1930,7729,11091
"488",21106,6746,11091
"489",6861,9534,11091
"490",6831,6594,11091
"491",32293,1634,11091
"492",22520,4123,11091
"493",36102,4551,11091
"494",5564,7981,11091
"495",26111,4780,11091
"496",19585,9185,11091
"497",4183,3914,11091
"498",6989,2168,11091
"499",16882,9850,11091
"500",22263,1792,11091
"501",12914,447,11091
"502",29268,4925,11091
"503",9426,1261,11091
"504",11191,9219,11091
"505",23426,3509,11091
"506",35738,2751,11091
"507",8851,3013,11091
"508",35498,1709,11091
"509",5050,1453,11091
"510",37170,528,11091
"511",2660,7902,11091
"512",22255,2575,11091
"513",2393,7620,11091
"514",39410,2325,11091
"515",24643,8278,11091
"516",26867,3623,11091
"517",38620,8579,11091
"518",29501,7236,11091
"519",19805,91,11091
"520",31653,775,11091
"521",22386,6972,11091
"522",31723,7562,11091
"523",26340,5139,11091
"524",22269,9002,11091
"525",18350,9983,11091
"526",30346,3661,11091
"527",34041,7129,11091
"528",20784,424,11091
"529",38413,4526,11091
"530",20833,1870,11091
"531",776,1924,11091
"532",14219,2883,11091
"533",38192,5946,11091
"534",35000,7238,11091
"535",18334,6365,11091
"536",12122,9580,11091
"537",37449,1562,11091
"538",14891,8251,11091
"539",35781,150,11091
"540",29704,648,11091
"541",21468,4988,11091
"542",18983,2682,11091
"543",8063,7735,11091
"544",38323,5773,11091
"545",6671,818,11091
"546",28578,1456,11091
"547",13046,9731,11091
"548",5446,3136,11091
"549",4193,1153,11091
"550",39380,6169,11091
"551",25326,2584,11091
"552",28175,2002,11091
"553",33243,2396,11091
"554",36899,9948,11091
"555",17360,4621,11091
"556",31389,8495,11091
"557",10623,1847,11091
"558",39111,3157,11091
"559",37230,4604,11091
"560",22618,7559,11091
"561",30843,3868,11091
"562",8892,976,11091
"563",37123,3371,11091
"564",3515,1135,11091
"565",4466,2405,11091
"566",36995,8543,11091
"567",39857,5733,11091
"568",36711,9718,11091
"569",34591,3738,11091
"570",15717,3027,11091
"571",35016,9199,11091
"572",30574,9543,11091
"573",21030,8124,11091
"574",18889,9099,11091
"575",35357,7855,11091
"576",5131,2898,11091
"577",34262,3361,11091
"578",20816,1813,11091
"579",31616,5640,11091
"580",36408,9235,11091
"581",11638,4380,11091
"582",29475,9432,11091
"583",14907,197,11091
"584",32051,81,11091
"585",20272,1038,11091
"586",14896,7980,11091
"587",7515,7074,11091
"588",14807,3522,11091
"589",19833,3163,11091
"590",36965,4074,11091
"591",9013,1576,11091
"592",27605,4081,11091
"593",7709,8139,11091
"594",18224,8064,11091
"595",23163,9707,11091
"596",1998,2480,11091
"597",31363,5705,11091
"598",17570,5489,11091
"599",2361,4293,11091
"600",5696,933,11091
"601",5297,3654,11091
"602",18182,5372,11091
"603",7420,4493,11091
"604",10262,6185,11091
"605",35230,3178,11091
"606",33174,9614,11091
"607",21719,8208,11091
"608",37745,8334,11091
"609",31826,2282,11091
"610",7305,2033,11091
"611",14059,8857,11091
"612",4473,9317,11091
"613",27923,7701,11091
"614",28240,7804,11091
"615",22071,4228,11091
"616",16061,7749,11091
"617",33258,1254,11091
"618",4071,9641,11091
"619",11452,6198,11091
"620",24459,5617,11091
"621",11778,7395,11091
"622",31074,6099,11091
"623",21888,8608,11091
"624",21444,3271,11091
"625",36170,41,11091
"626",25504,8732,11091
"627",8511,1180,11091
"628",1339,7828,11091
"629",34596,6996,11091
"630",2910,8835,11091
"631",16778,9256,11091
"632",31294,738,11091
"633",6386,9943,11091
"634",35945,226,11091
"635",23397,8422,11091
"636",9575,2547,11091
"637",39218,5481,11091
"638",8311,7464,11091
"639",19579,2619,11091
"640",32196,6841,11091
"641",12879,879,11091
"642",996,731,11091
"643",2576,1562,11091
"644",7792,5336,11091
"645",12596,3794,11091
"646",31207,6804,11091
"647",4688,8360,11091
"648",25804,9265,11091
"649",6904,5233,11091
"650",10902,8348,11091
"651",36222,1233,11091
"652",38346,4701,11091
"653",26634,9372,11091
"654",5886,2331,11091
"655",37330,9667,11091
"656",21967,2383,11091
"657",14376,6916,11091
"658",5404,9053,11091
"659",5550,3539,11091
"660",6539,2596,11091
"661",7522,8048,11091
"662",39028,4543,11091
"663",38298,7017,11091
"664",6733,5071,11091
"665",35055,897,11091
"666",11045,9937,11091
"667",30016,2523,11091
"668",10933,4249,11091
"669",1915,5851,11091
"670",35772,1887,11091
"671",2515,79,11091
"672",25573,5342,11091
"673",10201,6253,11091
"674",39587,6304,11091
"675",19762,2007,11091
"676",8769,876,11091
"677",9454,1977,11091
"678",21414,4367,11091
"679",12759,407,11091
"680",1672,677,11091
"681",2143,1849,11091
"682",23811,4427,11091
"683",22437,287,11091
"684",11062,8468,11091
"685",11045,1371,11091
"686",26476,1576,11091
"687",12746,1529,11091
"688",15407,5894,11091
"689",13628,4585,11091
"690",16141,1700,11091
"691",22304,585,11091
"692",8065,8205,11091
"693",33571,9617,11091
"694",13031,5933,11091
"695",22288,9902,11091
"696",20735,4591,11091
"697",8926,761,11091
"698",13219,9234,11091
"699",30755,1004,11091
"700",29476,75,11091
"701",35692,1028,11091
"702",23668,3414,11091
"703",15064,8903,11091
"704",37327,4121,11091
"705",21110,862,11091
"706",36357,7759,11091
"707",22893,8887,11091
"708",18470,4426,11091
"709",7901,3770,11091
"710",24249,5441,11091
"711",478,9947,11091
"712",35231,7485,11091
"713",32660,7841,11091
"714",29384,4299,11091
"715",23963,358,11091
"716",28390,3830,11091
"717",33166,6176,11091
"718",9499,2245,11091
"719",38830,2174,11091
"720",36742,3072,11091
"721",21806,3584,11091
"722",25847,9023,11091
"723",37139,8049,11091
"724",4284,5575,11091
"725",9646,8831,11091
"726",32285,5878,11091
"727",18514,8474,11091
"728",35871,1293,11091
"729",145,1287,11091
"730",7302,9844,11091
"731",30437,8677,11091
"732",39277,210,11091
"733",34791,4495,11091
"734",25880,6893,11091
"735",34654,4104,11091
"736",29542,6744,11091
"737",14395,2453,11091
"738",1667,9037,11091
"739",38829,6152,11091
"740",14804,6176,11091
"741",23308,598,11091
"742",38344,7167,11091
"743",33436,4187,11091
"744",28493,3273,11091
"745",14321,1922,11091
"746",13143,2919,11091
"747",13980,4874,11091
"748",38661,5238,11091
"749",32042,5809,11091
"750",25181,8441,11091
"751",26535,5199,11091
"752",13271,6164,11091
"753",23259,5953,11091
"754",2335,7405,11091
"755",19716,9984,11091
"756",21650,409,11091
"757",8077,3606,11091
"758",4645,5584,11091
"759",9404,3128,11091
"760",20049,3740,11091
"761",14667,21,11091
"762",25353,4110,11091
"763",14180,6108,11091
"764",19750,7122,11091
"765",39816,4965,11091
"766",29973,8414,11091
"767",22220,5926,11091
"768",6113,184,11091
"769",15473,8405,11091
"770",7899,7190,11091
"771",34870,2234,11091
"772",16256,3380,11091
"773",11271,9926,11091
"774",25761,288,11091
"775",11363,8145,11091
"776",27144,1856,11091
"777",1162,8559,11091
"778",23230,1955,11091
"779",18710,3579,11091
"780",2623,9327,11091
"781",19817,2139,11091
"782",5007,7374,11091
"783",21854,4796,11091
"784",25433,2702,11091
"785",28312,5424,11091
"786",12089,3414,11091
"787",36095,8668,11091
"788",33190,6073,11091
"789",18460,5542,11091
"790",26131,8644,11091
"791",37516,67,11091
"792",25764,3871,11091
"793",5190,6467,11091
"794",16890,1482,11091
"795",15829,2655,11091
"796",13929,6944,11091
"797",20278,873,11091
"798",15419,9856,11091
"799",35127,6230,11091
"800",39700,8636,11091
"801",10587,3216,11091
"802",459,9557,11091
"803",25247,9488,11091
"804",16616,6003,11091
"805",19497,1381,11091
"806",9728,1412,11091
"807",33344,53,11091
"808",39669,437,11091
"809",37202,9832,11091
"810",12808,554,11091
"811",11112,2625,11091
"812",6468,6324,11091
"813",22554,4029,11091
"814",1800,7747,11091
"815",17547,8,11091
"816",11452,3082,11091
"817",1185,3655,11091
"818",14500,7179,11091
"819",24782,8344,11091
"820",3729,4838,11091
"821",2902,8426,11091
"822",34977,5310,11091
"823",35494,2014,11091
"824",22521,4926,11091
"825",1560,7263,11091
"826",24106,5703,11091
"827",22576,6495,11091
"828",2578,4240,11091
"829",17027,7165,11091
"830",39420,7048,11091
"831",25374,4536,11091
"832",38937,1374,11091
"833",11499,5772,11091
"834",27934,1518,11091
"835",33468,3904,11091
"836",13939,21,11091
"837",34967,2425,11091
"838",8310,2518,11091
"839",26492,8978,11091
"840",26771,3139,11091
"841",39067,8306,11091
"842",33493,9946,11091
"843",33754,7471,11091
"844",1064,464,11091
"845",27489,2603,11091
"846",12875,1949,11091
"847",17438,9565,11091
"848",20231,4684,11091
"849",393,1502,11091
"850",14963,6426,11091
"851",5216,9613,11091
"852",16110,9695,11091
"853",31553,1093,11091
"854",9233,9420,11091
"855",28982,6112,11091
"856",13530,4036,11091
"857",39370,9918,11091
"858",12861,6469,11091
"859",3526,9360,11091
"860",30221,1823,11091
"861",32463,1485,11091
"862",13908,780,11091
"863",32115,2721,11091
"864",37412,9080,11091
"865",6629,8425,11091
"866",37919,2647,11091
"867",12660,5155,11091
"868",5455,9813,11091
"869",19962,8349,11091
"870",2467,556,11091
"871",9377,5884,11091
"872",33313,3365,11091
"873",18628,3458,11091
"874",26188,78,11091
"875",13330,5255,11091
"876",19527,2115,11091
"877",25592,9820,11091
"878",14200,5883,11091
"879",9538,4377,11091
"880",28332,3544,11091
"881",29029,2818,11091
"882",38201,4967,11091
"883",31184,7312,11091
"884",21062,4375,11091
"885",3251,4903,11091
"886",28089,3529,11091
"887",10183,6367,11091
"888",28825,3179,11091
"889",39284,4176,11091
"890",7508,6358,11091
"891",19885,2135,11091
"892",21580,5252,11091
"893",5680,6739,11091
"894",8872,7372,11091
"895",26095,2222,11091
"896",12385,5676,11091
"897",25172,3354,11091
"898",31722,3853,11091
"899",24756,1565,11091
"900",17590,7476,11091
"901",23635,1187,11091
"902",34508,1158,11091
"903",20046,593,11091
"904",17891,1898,11091
"905",18918,4271,11091
"906",24807,5359,11091
"907",29232,1209,11091
"908",20817,6964,11091
"909",6893,5373,11091
"910",11329,3128,11091
"911",39408,5505,11091
"912",23203,9103,11091
"913",35814,6785,11091
"914",34273,8011,11091
"915",33956,1643,11091
"916",39948,4473,11091
"917",15755,1659,11091
"918",34051,8489,11091
"919",28895,8488,11091
"920",9465,3179,11091
"921",29623,356,11091
"922",33472,4490,11091
"923",20946,5530,11091
"924",20283,9855,11091
"925",25694,9417,11091
"926",5134,8217,11091
"927",17652,4338,11091
"928",24131,7659,11091
"929",17158,7259,11091
"930",28734,193,11091
"931",13293,1727,11091
"932",6055,3093,11091
"933",23839,8429,11091
"934",12806,299,11091
"935",37211,3382,11091
"936",167,1390,11091
"937",33407,4177,11091
"938",31731,9663,11091
"939",627,1148,11091
"940",22234,6943,11091
"941",25559,9936,11091
"942",20727,4227,11091
"943",26575,1221,11091
"944",4444,5524,11091
"945",35111,961,11091
"946",20351,7594,11091
"947",2181,8860,11091
"948",27112,1385,11091
"949",20774,2991,11091
"950",10454,6662,11091
"951",5177,8393,11091
"952",15696,1676,11091
"953",4201,608,11091
"954",38158,5461,11091
"955",20946,4642,11091
"956",28687,7056,11091
"957",17837,4304,11091
"958",29604,8908,11091
"959",5638,6138,11091
"960",18794,6041,11091
"961",13528,3581,11091
"962",11652,2828,11091
"963",24163,8205,11091
"964",8016,1566,11091
"965",6556,9792,11091
"966",7990,7986,11091
"967",24073,1699,11091
"968",19018,4017,11091
"969",38814,7847,11091
"970",34850,7552,11091
"971",37490,6988,11091
"972",24574,6800,11091
"973",9626,8146,11091
"974",4790,2541,11091
"975",4912,5233,11091
"976",2280,278,11091
"977",819,1444,11091
"978",23627,3693,11091
"979",25016,2938,11091
"980",16142,1411,11091
"981",32417,9026,11091
"982",2288,2972,11091
"983",11549,8190,11091
"984",16062,8603,11091
"985",10390,2704,11091
"986",20879,7430,11091
"987",3110,2267,11091
"988",24415,2502,11091
"989",6983,857,11091
"990",14374,936,11091
"991",13289,7726,11091
"992",28088,2451,11091
"993",29531,1763,11091
"994",39908,7455,11091
"995",25391,8651,11091
"996",29755,8413,11091
"997",1860,2869,11091
"998",14746,8169,11091
"999",17291,1879,11091
"1000",2638,8663,11091
"1001",27179,6573,11091
"1002",33206,4652,11091
"1003",6871,3338,11091
"1004",20616,8755,11091
"1005",8121,2181,11091
"1006",28452,704,11091
"1007",18215,9818,11091
"1008",6765,4462,11091
"1009",12795,2130,11091
"1010",34078,1433,11091
"1011",20053,2567,11091
"1012",34368,5993,11091
"1013",28466,3255,11091
"1014",30221,572,11091
"1015",29787,4230,11091
"1016",14873,9786,11091
"1017",15215,8296,11091
"1018",2400,4251,11091
"1019",37171,8083,11091
"1020",22580,1927,11091
"1021",15373,8665,11091
"1022",32162,5691,11091
"1023",11337,8370,11091
"1024",17288,6347,11091
"1025",13694,4437,11091
"1026",36334,6124,11091
"1027",3448,2692,11091
"1028",36952,2617,11091
"1029",34631,6294,11091
"1030",35998,9488,11091
"1031",20294,6999,11091
"1032",29735,5903,11091
"1033",36740,1329,11091
"1034",24542,6996,11091
"1035",33865,8291,11091
"1036",14837,5913,11091
"1037",792,2830,11091
"1038",35236,581,11091
"1039",34400,8857,11091
"1040",38260,7384,11091
"1041",11158,1374,11091
"1042",2964,2779,11091
"1043",8298,682,11091
"1044",21981,563,11091
"1045",7406,4191,11091
"1046",12073,4343,11091
"1047",11486,5045,11091
"1048",13640,9346,11091
"1049",35919,6023,11091
"1050",27766,6691,11091
"1051",11673,7854,11091
"1052",19133,1338,11091
"1053",6593,5213,11091
"1054",2610,1185,11091
"1055",3256,8878,11091
"1056",8947,7115,11091
"1057",15825,4176,11091
"1058",7899,7067,11091
"1059",23470,1883,11091
"1060",7379,5995,11091
"1061",1946,7264,11091
"1062",17799,69,11091
"1063",35823,788,11091
"1064",11785,7388,11091
"1065",12444,4515,11091
"1066",34126,3756,11091
"1067",32579,737,11091
"1068",26701,649,11091
"1069",21231,3877,11091
"1070",31776,1479,11091
"1071",33326,5462,11091
"1072",23532,3977,11091
"1073",34636,1888,11091
"1074",31308,5361,11091
"1075",8059,4512,11091
"1076",24597,2550,11091
"1077",36212,8268,11091
"1078",21255,2198,11091
"1079",37777,3862,11091
"1080",9472,5644,11091
"1081",36276,5640,11091
"1082",39794,890,11091
"1083",36585,6977,11091
"1084",35039,8885,11091
"1085",22068,5151,11091
"1086",2753,4432,11091
"1087",8914,3442,11091
"1088",3954,1582,11091
"1089",7032,8616,11091
"1090",24353,8647,11091
"1091",18900,7927,11091
"1092",12508,1947,11091
"1093",6290,2767,11091
"1094",12290,6334,11091
"1095",36126,1344,11091
"1096",5482,6764,11091
"1097",4281,9296,11091
"1098",6739,8370,11091
"1099",15342,5341,11091
"1100",30370,9497,11091
"1101",26641,449,11091
"1102",5126,5912,11091
"1103",4015,4364,11091
"1104",21551,8488,11091
"1105",10582,4143,11091
"1106",37086,8423,11091
"1107",32697,5073,11091
"1108",10650,3692,11091
"1109",24561,4886,11091
"1110",36279,2690,11091
"1111",6379,6564,11091
"1112",8704,7435,11091
"1113",18023,1150,11091
"1114",8601,2830,11091
"1115",3168,6298,11091
"1116",18347,3253,11091
"1117",35293,2643,11091
"1118",20436,5308,11091
"1119",17232,9334,11091
"1120",16647,332,11091
"1121",10167,4041,11091
"1122",37674,1790,11091
"1123",38890,7647,11091
"1124",14692,1124,11091
"1125",9210,7956,11091
"1126",10783,1126,11091
"1127",26013,4471,11091
"1128",3522,4657,11091
"1129",33487,8149,11091
"1130",39206,3773,11091
"1131",35071,9685,11091
"1132",13870,4827,11091
"1133",20615,442,11091
"1134",17588,3963,11091
"1135",29345,8435,11091
"1136",9198,3437,11091
"1137",16286,9460,11091
"1138",17681,613,11091
"1139",20322,1212,11091
"1140",24823,1618,11091
"1141",8019,9506,11091
"1142",28060,5013,11091
"1143",31761,4729,11091
"1144",23722,7488,11091
"1145",36207,8532,11091
"1146",1,9830,11091
"1147",32010,6599,11091
"1148",33122,4614,11091
"1149",35383,189,11091
"1150",11419,2011,11091
"1151",2007,1879,11091
"1152",14346,3346,11091
"1153",31861,3079,11091
"1154",11801,920,11091
"1155",12659,6113,11091
"1156",9758,232,11091
"1157",38231,693,11091
"1158",13825,8987,11091
"1159",5379,5497,11091
"1160",29110,7631,11091
"1161",37347,2032,11091
"1162",33804,570,11091
"1163",35939,488,11091
"1164",5237,8096,11091
